4944	247
5692	600
875	1061
6653	257
7882	369
9875	203
7360	623
3010	836
9455	202
2422	1667
1993	1369
7927	361
9507	225
9493	162
9978	707
2427	1037
7859	247
9584	1418
4506	524
2465	692
5582	68
5320	1007
4769	153
1183	562
9227	654
8198	638
7397	480
3694	213
4766	1831
863	1700
9256	487
2022	1249
7515	452
6835	307
3756	332
3288	408
1233	1118
4779	215
6336	181
4437	845
1220	757
8948	165
2986	2124
2033	3709
2882	19503
8277	712
4389	1240
4761	79775
4388	10387
8548	1726
4504	457
8378	321
5686	521
7952	33625
3728	774
4720	397
7976	719
7481	460
9056	428
9391	256
1803	343
6663	2311
5625	956
4438	367
3305	3427
3698	1075
3001	1353
6346	178
7946	276
3298	375
9706	3357
9734	1261
9440	3377
2450	1583
8964	21
5668	196
9972	642
2561	313
823	241
7918	812
4500	128
3109	5855
7445	384
9855	460
8950	230
9589	774
9404	199
7389	627
9900	335
8562	540
5317	1177
335	5476
6884	485
3761	643
8258	368
2034	1682
9782	561
6036	686
6391	938
9260	996
7399	1374
9231	1463
3275	231
902	1460
6783	922
1562	222
3282	1482
923	676
5001	1142
2409	223
9643	684
824	365
1261	878
9274	169
859	1632
9275	627
9277	215
9882	909
7425	567
9878	165
2984	335
5639	797
2877	751
9596	1660
9831	175
9838	1792
9785	131
7453	234
10005	283
4152	497
9880	243
7820	325
8983	60
1283	381
2008	201
9481	134
7424	1045
918	1201
1226	350
2858	751
3691	134
5594	290
2970	2010
4036	4939
789	1345
8406	727
858	426
920	2236
3025	1545
7401	790
4982	640
9958	128
2935	235
3024	432
307	655
911	391
1842	991
1554	3936
1548	1638
8379	1213
9999	315
1763	1397
2913	4146
9237	1263
5670	205
6406	528
8275	963
2552	2188
2036	583
283	1014
10017	1118
379	15655
10016	32751
10010	1479
373	32879
371	6745
10013	36526
375	105763
376	20844
10014	19814
10011	2891
312	69017
363	38788
367	5130
10012	19275
372	3503
5318	718
5999	75
8243	620
3790	1073
8589	1345
7370	447
9054	574
9085	105
936	2380
1288	467
1783	935
7495	384
9501	383
9579	1582
9647	536
8219	706
4392	354
8943	774
4910	787
9014	134
5345	21827
2898	509
7884	396
1812	5109
9423	48
6805	1689
9625	1306
6807	430
7914	107
7344	158
3703	314
9930	141
1550	2360
2906	805
1808	559
9019	416
4949	107
4789	2140
6799	199
3330	623
4146	1183
6414	1319
7881	215
3307	1172
935	2279
4742	1275
5596	53
7387	1034
4943	263
9244	222
9931	210
8269	1510
861	2228
6337	271
963	665
8989	517
1821	414
7480	790
9787	118
4993	307
7372	86
9276	362
4961	1470
6849	313
7458	1205
4985	534
5311	194
9104	33
6340	3212
8906	2662
4000	1832
9742	1427
8221	159
9630	11313
3676	541
7507	753
1769	2072
9826	556
4483	1114
4402	138
8931	163
2525	3883
8609	407
5679	291
8242	1183
7920	592
1834	1197
4476	598
7461	822
943	4052
4047	1224
7962	518
7923	108
2950	92
4900	2398
2457	783
9090	360
9093	387
4493	269
9552	24921
1770	4010
3780	1018
3263	786
2412	1111
4998	1110
7398	629
833	569
8615	2480
2010	1194
5002	580
7437	5522
9965	511
1546	1270
906	2163
1825	614
1806	1159
3281	1071
865	1105
4027	528
4444	1071
8304	367
7463	2062
3266	310
2503	1053
4484	444
2468	918
2439	444
5005	472
4009	136
4446	443
7862	313
8228	548
836	1094
3995	1706
5608	548
8374	811
4800	449
2404	386
2492	1019
9058	179
8377	200
9107	371
7810	489
4947	44
7358	888
6887	823
788	1606
3803	420
3100	711
6698	232
4913	506
8261	901
8559	1212
9925	167
1216	1290
9235	485
2896	131
6013	665
9232	3861
815	1401
9554	4390
3799	1087
8908	755
9246	302
5326	5234
814	1593
5640	156
3768	597
1255	1206
9619	659
6879	1249
5687	666
7390	382
5595	485
9907	94
6398	640
9451	161
6817	766
4403	425
7844	100
6316	519
9899	541
9041	472
8197	591
8610	797
7471	376
9065	169
1996	458
3726	765
5946	289
768	1869
3690	198
3720	1021
9946	278
7830	1091
8919	56
4888	15062
5333	720
3784	396
4496	304
2879	658
9735	282
2515	2210
4045	1758
4046	1769
4896	2070
9546	2404
9655	1002
912	441
9533	628
9604	1375
2516	872
9494	581
8605	1402
9454	2048
9542	1955
6442	547
8968	72
4033	185
9229	441
4396	1864
1836	824
4894	644
1265	428
8963	34
5991	5696
3093	1739
1564	1272
907	1045
6333	586
4432	483
3105	866
924	2297
5306	786
4165	1438
4796	378
2867	807
3750	428
893	1429
4951	1045
3021	2983
9703	1298
3987	344
4771	249
3681	811
926	649
3096	1233
937	752
4482	118
2949	470
2472	1190
908	1263
2396	367
4449	610
803	1922
3715	541
1766	980
4955	181
2397	652
4068	2595
4919	195
939	561
4492	259
1201	603
4710	244
9645	1551
1997	420
9738	105
9825	19554
4158	820
1837	955
2485	1603
3729	958
1206	1898
9571	468
3739	240
4471	191
4011	1495
6329	939
4758	231
5327	207
8263	1371
779	2573
6441	777
5605	262
9736	849
4467	143
5601	245
7813	714
7380	2132
6434	2152
4494	114
7500	767
3014	2238
9515	209
6403	704
7494	3748
3701	385
9512	552
5337	96
7907	365
2868	25229
9510	114
3322	1698
5651	150
2956	918
904	920
7924	231
771	975
10008	649
4391	260
9871	714
5665	558
6818	1504
6350	342
9407	238
9817	1235
4799	374
8271	684
4804	947
2988	376
9969	1474
7877	262
2854	933
7352	743
2028	1800
5627	208
9565	1149
320	4636
1273	22486
1274	516
9003	484
9674	1071
8903	251
7395	406
4008	155
7428	1689
6825	256
4435	128
2414	762
2948	425
8206	601
790	2081
6422	439
2035	5143
8229	462
9678	661
8273	687
3267	1299
9396	308
5619	411
8925	142
4991	10801
4988	910
7833	1883
9896	139
6843	412
7963	301
7978	694
6786	1092
7834	389
1225	5343
7960	505
287	2921
809	15147
9811	272
892	716
6717	1261
9699	1226
3304	2233
1544	5218
7438	1631
6373	6232
9504	871
5657	103
9498	1343
5721	664
6387	2047
5593	955
5655	456
5622	99
5985	360
5644	699
5987	287
7829	133
6662	1034
7968	808
9045	150
7869	4160
9047	68
5007	116
6018	253
5996	387
2467	1422
5659	540
9956	423
6347	596
4938	140
7822	810
8990	207
9055	121
7441	619
9626	1363
9106	463
6425	224
6424	288
9908	464
2979	330
5643	1196
2528	1307
6868	78
2945	353
4931	1688
6701	676
3005	66
322	1455
3977	17738
6888	133
7455	1443
7506	650
6000	62
7898	405
9063	537
7856	3747
6351	67
7891	273
6313	1835
4709	881
8272	766
4177	592
9009	408
6695	44
8967	14
8302	466
8580	692
7917	1175
6375	1488
5934	2777
6022	476
6386	103
8614	1308
6787	235
7403	292
6883	1863
8907	705
7975	1042
7974	496
4787	517
6338	239
9621	1015
1817	914
9679	935
3682	2974
8546	1792
9402	380
941	22661
6840	1468
6380	542
6384	446
9395	234
5950	7749
5656	1585
5658	200
7476	291
3683	2217
3711	529
9044	440
1214	476
1251	1905
1532	11218
4980	683
6854	876
6021	380
3736	559
3709	899
4470	1547
4466	927
3704	328
9991	384
3106	469
2527	1891
927	494
5309	585
9808	545
3085	654
4795	544
2866	1069
1186	1995
3749	522
1801	1299
4953	183
3022	3415
9924	1605
3993	1472
4809	714
3988	554
2878	439
928	382
3675	623
2925	358
4480	175
1198	951
2889	408
2403	1542
919	1904
2393	857
4452	210
4762	371
806	3225
3714	612
3023	2849
4414	264
2540	487
2394	602
4460	597
4069	616
5600	138
938	672
4491	180
1235	1250
9640	761
9739	160
4159	374
3730	281
4411	215
9695	1603
2853	837
8292	831
876	490
5654	1029
3664	1186
5597	227
2469	362
3660	762
6427	199
9448	299
6650	824
6031	1798
2996	705
9646	693
3672	589
7339	693
9414	63
8954	332
7916	513
9083	565
9961	429
9486	600
6037	2393
9996	100
4019	1027
4906	248
1815	675
2995	661
1773	734
5611	874
8246	1601
6863	193
6029	2895
1778	458
7392	325
8237	918
6446	1138
8207	452
9641	374
5331	7802
6362	307
4512	292
5965	85
901	2187
4914	983
4916	872
4802	1502
6831	502
5323	1217
3269	1480
4745	660
4728	269
4727	417
3772	1462
3781	665
3794	1217
853	446
2405	508
9086	492
849	774
4474	864
6409	341
2562	1103
5583	199
9585	3180
835	567
2989	493
7819	477
9760	1069
5703	140
5988	876
8573	424
2484	1213
8608	34921
6706	2940
8971	336
851	284
